"sensor1","sensor2","sensor3","sensor4","sensor5"
19.7,3.4,5.8,6.3,5.1
19.6,3.4,5.8,6.3,5.1
19.6,3.4,5.8,6.3,5.1
19.6,3.4,5.8,6.3,5.1
19.5,3.4,5.8,6.3,5.1
19.5,3.4,5.8,6.3,5.1
19.5,3.4,5.8,6.3,5.1
19.4,3.4,5.8,6.3,5.1
19.4,3.4,5.8,6.3,5.1
19.4,3.4,5.8,6.3,5.1
19.4,3.4,5.8,6.3,5.1
19.4,3.4,5.8,6.3,5.1
19.4,3.4,5.8,6.3,5.1
19.3,3.4,5.8,6.3,5.1
19.3,3.4,5.8,6.3,5.1
19.3,3.4,5.8,6.3,5.1
19.3,3.4,5.8,6.3,5.1
19.3,3.4,5.8,6.3,5.1
19.3,3.4,5.8,6.3,5.1
19.2,3.4,5.8,6.3,5.1
19.2,3.4,5.8,6.3,5.1
19.2,3.4,5.8,6.3,5.1
19.1,3.4,5.8,6.3,5.1
19.1,3.4,5.8,6.3,5.1
19.1,3.4,5.8,6.3,5.1
19.1,3.4,5.8,6.3,5.1
19.1,3.4,5.8,6.3,5.1
19.1,3.4,5.8,6.3,5.1
19.1,3.4,5.8,6.3,5.1
19,3.4,5.8,6.3,5.1
19,3.4,5.8,6.3,5.1
19,3.4,5.8,6.3,5.1
18.9,3.4,5.8,6.3,5.1
18.9,3.4,5.8,6.3,5.1
18.9,3.4,5.8,6.3,5.1
18.9,3.4,5.8,6.3,5.1
18.9,3.4,5.8,6.3,5.1
18.9,3.4,5.8,6.3,5.1
18.8,3.4,5.8,6.3,5.1
18.8,3.4,5.8,6.3,5.1
18.8,3.4,5.8,6.3,5.1
18.8,3.4,5.8,6.3,5.1
18.8,3.4,5.8,6.3,5.1
18.8,3.4,5.8,6.3,5.1
18.8,3.4,5.8,6.3,5.1
18.8,3.4,5.8,6.3,5.1
18.7,3.4,5.8,6.3,5.1
18.7,3.4,5.8,6.3,5.1
18.7,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.6,3.4,5.8,6.3,5.1
18.5,3.4,5.8,6.3,5.1
18.5,3.4,5.8,6.3,5.1
18.5,3.4,5.8,6.3,5.1
18.5,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5.1
18.4,3.4,5.8,6.3,5
18.3,3.4,5.8,6.3,5
18.3,3.4,5.8,6.3,5.1
18.3,3.4,5.9,6.3,5.1
18.3,3.4,5.9,6.3,5.1
18.3,3.4,5.8,6.3,5.1
18.3,3.4,5.8,6.3,5.1
18.3,3.4,5.9,6.3,5.1
18.3,3.4,5.8,6.3,5
18.3,3.4,5.8,6.3,5
18.2,3.4,5.9,6.3,5
18.2,3.4,5.9,6.3,5.1
18.2,3.4,5.9,6.3,5
18.2,3.4,5.9,6.3,5
18.2,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18.1,3.4,5.9,6.3,5
18,3.4,5.9,6.3,5
18,3.4,5.8,6.3,5
18,3.4,5.9,6.3,4.9
17.9,3.4,5.8,6.3,4.9
17.9,3.4,5.9,6.2,5
17.9,3.4,5.8,6.3,4.9
17.9,3.4,5.8,6.2,4.9
17.9,3.4,5.8,6.2,4.9
17.9,3.4,5.9,6.2,4.9
17.9,3.4,5.8,6.2,5
17.9,3.4,5.9,6.2,4.9
17.9,3.4,5.9,6.2,4.9
17.9,3.4,5.9,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.9,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.8,3.4,5.8,6.2,4.9
17.7,3.4,5.8,6.2,4.9
17.7,3.4,5.8,6.2,4.9
17.7,3.4,5.8,6.2,4.9
17.7,3.4,5.8,6.2,4.9
17.7,3.4,5.8,6.2,4.9
17.7,3.4,5.8,6.2,4.9
17.6,3.4,5.8,6.2,4.9
17.6,3.4,5.8,6.2,4.9
17.6,3.4,5.8,6.2,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.2,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.2,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.1,4.9
17.6,3.4,5.8,6.1,4.9
17.5,3.4,5.8,6.1,4.9
17.5,3.4,5.8,6.1,4.9
17.5,3.4,5.8,6.1,4.9
17.5,3.4,5.8,6.1,4.9
17.5,3.4,5.8,6.1,4.9
17.5,3.4,5.8,6.1,4.9
17.5,3.4,5.8,6.1,4.9
17.5,3.4,5.8,6.2,4.9
17.4,3.4,5.8,6.1,4.9
17.4,3.4,5.8,6.1,4.9
17.4,3.4,5.8,6.1,4.9
17.4,3.4,5.8,6.2,4.9
17.4,3.4,5.8,6.1,4.9
17.4,3.4,5.9,6.1,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.8
17.4,3.4,5.9,6.2,4.8
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.8,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.8
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.4,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.9
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
17.3,3.4,5.9,6.2,4.8
